"RIVOLI","LIBELLE","COMMUNE","MOT_DIRECTEUR","STATUT","TENANT","ABOUTISSANT","PRESTATION_COLLECTE","TYPE_COLLECTE","OBS_PRESTATION_COLLECTE","BLEU_JOUR_COLLECTE","JAUNE_JOUR_COLLECTE","OBS_JOUR_COLLECTE","QUARTIER","OBS_QUARTIER"
"B187","Basse Tenue de Grillaud","NANTES","Grillaud","PRIVEE","NANTES Avenue du Parc de Procé","NANTES Rue du Calvaire de Grillaud","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3872","Impasse Grillaud","NANTES","Grillaud","PRIVEE","NANTES Place de Grillaud","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3876","Place de Grillaud","NANTES","Grillaud","PUBLIQUE","NANTES Rue Condorcet","NANTES Rue Littré","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3880","Rue de Grillaud","NANTES","Grillaud","PUBLIQUE","NANTES Rue du Calvaire de Grillaud","NANTES Rue Condorcet","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"1356","Rue du Calvaire de Grillaud","NANTES","Grillaud","PUBLIQUE","NANTES Rue Littré","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3882","Chemin des Grillons","NANTES","Grillons","PUBLIQUE","NANTES Chemin des Feux Follets","NANTES Allée de l'Aube","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"2508","Rue Docteur Grimaud","NANTES","Grimaud","PUBLIQUE","NANTES Rue Dupleix","NANTES Rue des Perrières","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"1708","Avenue Charles Gris","NANTES","Gris","PRIVEE","NANTES Quai de Versailles","NANTES Rue de Barbin","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"7404","Rue des Roches Grises","NANTES","Grises","PUBLIQUE","NANTES Rue de l'Eraudière","NANTES Rue des Soupirs","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Nantes Erdre",""
"3884","Avenue de la Grive","NANTES","Grive","PRIVEE","NANTES Route de la Chapelle Sur Erdre","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"6240","Rue Paul Griveaud","NANTES","Griveaud","PUBLIQUE","NANTES Rue du Fonteny","NANTES Rue de la Marseillaise","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"4258","Avenue de l'Ile de Groix","NANTES","Groix","PRIVEE","NANTES Avenue de Gourin","NANTES Avenue du Cap Fréhel","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"4676","Rue Julien Grolleau","NANTES","Grolleau","PUBLIQUE","NANTES Boulevard de l'Estuaire","NANTES Place de la République","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3888","Rue des Grolles","NANTES","Grolles","PRIVEE","NANTES Boulevard de la Solidarité","NANTES Rue Paul Bert","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5822","Rue du Moulin des Grolles","NANTES","Grolles","PUBLIQUE","NANTES Rue du Berry","NANTES Rue de la Pelleterie","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3958","Rue Guillaume Grootaers","NANTES","Grootaers","PUBLIQUE","ST-HERBLAIN Route de Vannes","NANTES Rue Hector Berlioz","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"0332","Rue Antoine Jean Gros","NANTES","Gros","PRIVEE","NANTES Place Puvis De Chavannes","NANTES Avenue Paul Cézanne","TRI'SAC","unique","","lundi et jeudi","","","Dervallières - Zola",""
"3892","Rue du Gros Chêne","NANTES","Gros","PUBLIQUE","NANTES Rue des Roches Grises","NANTES Rue de la Trémissinière","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Nantes Erdre",""
"3896","Chemin de la Grotte","NANTES","Grotte","PRIVEE","NANTES Rue Chanoine Poupard","NANTES Chemin des Marais","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3960","Rue Guillaume Grou","NANTES","Grou","PUBLIQUE","NANTES Rue Gambetta","NANTES Rue Gaston Turpin","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3897","Allée de la Guadeloupe","NANTES","Guadeloupe","PRIVEE","NANTES Avenue de Tahiti","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"3898","Rue du Guatemala","NANTES","Guatemala","PUBLIQUE","NANTES Rue du Honduras","NANTES Rue Santos Dumont","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"7629","Rue de Saint Guénolé","NANTES","Guénolé","Inconnu","NANTES Rue de Coulonge","NANTES Impasse de Roscoff","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"3908","Rue Guépin","NANTES","Guépin","PUBLIQUE","NANTES Rue de Feltre","NANTES Rue des 2 Ponts","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"3912","Rue de Guérande","NANTES","Guérande","PUBLIQUE","NANTES Rue de la Fosse","NANTES Rue Crébillon","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"1381","Avenue Camille Guérin","NANTES","Guérin","PRIVEE","NANTES Rue du Coudray","NANTES Rue Général Buat","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4739","Avenue du Lac de Guerlédan","NANTES","Guerlédan","PRIVEE","NANTES Avenue du Val d'Erdre","NANTES Avenue du Val d'Erdre","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"2620","Rue du Guesclin","NANTES","Guesclin","PUBLIQUE","NANTES Allée Duguay Trouin","NANTES Quai Turenne","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"3922","Avenue du Gui","NANTES","Gui","PRIVEE","NANTES Avenue des Druides","NANTES Avenue des Belles Terres","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
"3924","Rue Guibal","NANTES","Guibal","PUBLIQUE","NANTES Rue de la Bastille","NANTES Rue Charles Monselet","zone_transition","unique","","lundi et jeudi","merc_sem_impaires","","Hauts Pavés - Saint Félix",""
"3928","Chemin de la Guiblinière","NANTES","Guiblinière","PUBLIQUE","NANTES Route de Gachet","NANTES Rue de la Savaudière","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"6860","Rue du Port Guichard","NANTES","Guichard","PUBLIQUE","NANTES Rue du Coudray","NANTES Rue des Boers","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4135","Rue Henri Guichard","NANTES","Guichard","PUBLIQUE","NANTES Rue Paul Painlevé","NANTES Rue de la Pelleterie","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"5512","Rue Maurice Guichard","NANTES","Guichard","PUBLIQUE","NANTES Rue de la Hérelle","NANTES Rue Philippe de Cabrol","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3936","Rue Guichen","NANTES","Guichen","PUBLIQUE","NANTES Rue Alfred Riom","NANTES Rue Lamotte Picquet","extension tri'sac 2013","unique","","mardi et vendredi","","","Dervallières - Zola",""
"3940","Chemin Guilbaud","NANTES","Guilbaud","PRIVEE","NANTES Rue Nicolas Appert","NANTES Boulevard Pasteur","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3941","Rue Guilbaud","NANTES","Guilbaud","PUBLIQUE","NANTES Boulevard Pasteur","NANTES Rue Maxime Maufra","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Dervallières - Zola",""
"3948","Rue Guillard","NANTES","Guillard","PUBLIQUE","NANTES Rue Garibaldi","NANTES Rue des Courtils","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"3968","Impasse Guillemet","NANTES","Guillemet","PRIVEE","NANTES Rue Noire","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3976","Avenue Guillon","NANTES","Guillon","PRIVEE","NANTES Rue d'Allonville","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"3980","Chemin Guillou","NANTES","Guillou","PRIVEE","NANTES Rue Paul Bert","NANTES Rue du Corps de Garde","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Dervallières - Zola",""
"5093","Rue Louis Guilloux","NANTES","Guilloux","PRIVEE","NANTES Rue de la Marseillaise","NANTES Rue du Bois Hercé","zone_transition","unique","","mardi et vendredi","merc_sem_paires","","Bellevue - Chantenay - Sainte Anne",""
"0624","Rue Bâtonnier Guinaudeau","NANTES","Guinaudeau","PUBLIQUE","NANTES Rue Flandres Dunkerque 40","NANTES Quai de la Fosse","extension tri'sac 2013","unique","","mardi et vendredi","","","Centre Ville",""
"0209","Rue Amand Guindré","NANTES","Guindré","PUBLIQUE","NANTES Rue de la Tullaye","NANTES Route de Saint Joseph","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Nantes Erdre",""
"2102","Square Commodore Guiné","NANTES","Guiné","PUBLIQUE","NANTES Rue de l'Hermitage","NANTES Rue du Roi Baco","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"5094","Rue Louis Guiotton","NANTES","Guiotton","PUBLIQUE","NANTES Rue Félix Ménétrier","NANTES Place du Pin Sec","zone_transition","pluriel","à partir des numéros 43 et 44","mardi et vendredi","merc_sem_paires","","Doulon - Bottière",""
"5094","Rue Louis Guiotton","NANTES","Guiotton","PUBLIQUE","NANTES Rue Félix Ménétrier","NANTES Place du Pin Sec","bacs bleus et bacs jaunes","pluriel","jusqu'aux numéros 39 et 22","vendredi","mercredi","","Doulon - Bottière",""
"3978","Place de la Guiroué","NANTES","Guiroué","Inconnu","NANTES Rue du Cherche Midi","NANTES Rue Paul Nassivet","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3412","Boulevard Gabriel Guist'Hau","NANTES","Guist'Hau","PUBLIQUE","NANTES Place Delorme","NANTES Rue Mondésir","extension tri'sac 2013","unique","","mardi et vendredi","","","pluriel","jusqu'aux numeros 23 et 26T : Centre-Ville ; à partir des numeros 25 et 28 : Hauts Pavés - St Félix"
"3979","Avenue des Guitares","NANTES","Guitares","PRIVEE","NANTES Avenue des Violons","NANTES Avenue des Pipeaux","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"","Passage Lucien Guitteny","NANTES","Guitteny","PUBLIQUE","NANTES Rue Stendhal","NANTES Rue des Renards","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"3988","Impasse Guston","NANTES","Guston","PRIVEE","NANTES Rue du Breil","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"3992","Rue Gutenberg","NANTES","Gutenberg","PUBLIQUE","NANTES Rue Amiral Du Chaffault","NANTES Boulevard de la Liberté","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"3996","Rue de la Guyane","NANTES","Guyane","PUBLIQUE","NANTES Quai Président Wilson","NANTES Rue de Saint Domingue","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"3672","Rue Georges Guynemer","NANTES","Guynemer","PUBLIQUE","NANTES Rue du Plessis de Grenédan","NANTES Boulevard Gabriel Lauriol","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"4000","Rue de la Gymnastique","NANTES","Gymnastique","PUBLIQUE","NANTES Rue Bellier","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"0836","Rond-Point de Bir Hakeim","NANTES","Hakeim","PUBLIQUE","NANTES Rue du Fezzan","NANTES Rue d'El Alamein","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"4002","Chemin du Halage","NANTES","Halage","PRIVEE","NANTES Quai du Halleray","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4004","Avenue Halgan","NANTES","Halgan","PRIVEE","NANTES Boulevard Gabriel Lauriol","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"4008","Impasse Halgan","NANTES","Halgan","PRIVEE","NANTES Avenue Halgan","Impasse","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Hauts Pavés - Saint Félix",""
"0960","Rue du Bois Haligan","NANTES","Haligan","PUBLIQUE","NANTES Rue Maurice Barlier","NANTES Rue Pierre Dupont","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"4012","Avenue du Halleray","NANTES","Halleray","PRIVEE","NANTES Quai du Halleray","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4013","Quai du Halleray","NANTES","Halleray","PRIVEE","NANTES Route de la Jonelière","NANTES Chemin du Halage","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4016","Impasse Hallereau","NANTES","Hallereau","PRIVEE","NANTES Rue Paul Bellamy","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4020","Rue des Halles","NANTES","Halles","PUBLIQUE","NANTES Place du Change","NANTES Allée Penthiévre","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4022","Rue des Halliers","NANTES","Halliers","PUBLIQUE","ST-SEBASTIEN Route de Clisson","NANTES Rue du Bois Fleuri","bacs bleus et bacs jaunes","pluriel","les numeros pairs","jeudi","mercredi","","Nantes Sud",""
"4022","Rue des Halliers","NANTES","Halliers","PUBLIQUE","ST-SEBASTIEN Route de Clisson","NANTES Rue du Bois Fleuri","bacs bleus et bacs jaunes","pluriel","le numero 17 (autres numéros impairs = Vertou), Collecté par SITA","jeudi","jeudi","","Nantes Sud",""
"4025","Rue des Halquinières","NANTES","Halquinières","Inconnu","NANTES Rue de la Basse Chénaie","","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"4029","Rue de la Haltinière","NANTES","Haltinière","PUBLIQUE","NANTES Route de Sainte Luce","NANTES Rue de la Colétrie","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"4024","Rue de la Haluchère","NANTES","Haluchère","MIXTE","","NANTES Rue Jules Grandjouan","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"5831","Rue du Moulin de la Halvêque","NANTES","Halvêque","PUBLIQUE","NANTES Rue du Champ de Tir","","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"4031","Rue de Hamilton","NANTES","Hamilton","PUBLIQUE","NANTES Rue de la Coulée","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4990","Ruelle Lilla Hansen","NANTES","Hansen","PRIVEE","NANTES Venelle Lina Bo Bardi","NANTES Venelle Jean B. Fletcher","TRI'SAC","unique","","mardi et vendredi","","","Doulon - Bottière",""
"0966","Rue du Bois Hardy","NANTES","Hardy","PUBLIQUE","NANTES Boulevard Maréchal Alphonse Juin","NANTES Boulevard Jean Moulin","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"2957","Avenue Eugène Harel","NANTES","Harel","PRIVEE","NANTES Rue Albert Calmette","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"4035","Avenue de l'Harmonie","NANTES","Harmonie","PRIVEE","ORVAULT Route de Rennes","","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4036","Rue Harouys","NANTES","Harouys","PUBLIQUE","NANTES Rue Faustin Hélie","NANTES Boulevard Gabriel Guist'Hau","extension tri'sac 2013","unique","","mardi et vendredi","","","pluriel","numeros impairs : Centre-Ville ; numeros pairs : Hauts Pavés - St Félix"
"4039","Chemin du Hasard","NANTES","Hasard","PUBLIQUE","NANTES Place du Puits aux Images","","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"4041","Rue d'Hasparren","NANTES","Hasparren","PUBLIQUE","ST-SEBASTIEN Rue Bonne Garde","","zone_transition","unique","","lundi et jeudi","merc_sem_paires","","Nantes Sud",""
"5320","Rue Marcel Hatet","NANTES","Hatet","PUBLIQUE","NANTES Boulevard Ernest Dalby","NANTES Rue d'Allonville","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4907","Rue Léon Haury","NANTES","Haury","PUBLIQUE","NANTES Route de Vertou","NANTES Pont des Bourdonnières","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Nantes Sud",""
"4052","Rue de la Haute Casserie","NANTES","Haute","PUBLIQUE","NANTES Rue de la Barillerie","NANTES Allée Penthiévre","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"3596","Rue Général Leclerc de Hautecloque","NANTES","Hautecloque","PUBLIQUE","NANTES Place Saint Pierre","NANTES Place de l'Hôtel de Ville","Centre-ville en C3","unique","","lundi - mercredi - vendredi","","","Centre Ville",""
"4068","Rue de la Hautière","NANTES","Hautière","PUBLIQUE","NANTES Place Charles Lechat","NANTES Rue Amiral Du Chaffault","TRI'SAC","unique","","lundi et jeudi","","","Bellevue - Chantenay - Sainte Anne",""
"4084","Rue de la Havane","NANTES","Havane","PUBLIQUE","NANTES Rue de Coulmiers","","TRI'SAC","unique","","lundi et jeudi","","","Malakoff - Saint-Donatien",""
"4089","Impasse d'Havelooze","NANTES","Havelooze","PRIVEE","NANTES Rue d'Havelooze","Impasse","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"4090","Rue d'Havelooze","NANTES","Havelooze","PUBLIQUE","NANTES Rue Félibien","NANTES Rue de Miséricorde","TRI'SAC","unique","","lundi et jeudi","","","Hauts Pavés - Saint Félix",""
"3584","Rue Général Haxo","NANTES","Haxo","PUBLIQUE","NANTES Rue Champenois","NANTES Boulevard Ernest Dalby","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Malakoff - Saint-Donatien",""
"5989","Allée des Nouvelles Hébrides","NANTES","Hébrides","PRIVEE","NANTES Avenue de Tahiti","","TRI'SAC","unique","","lundi et jeudi","","","Breil - Barberie",""
"4096","Rue Hectot","NANTES","Hectot","PUBLIQUE","NANTES Rue Donatien Bahaud","NANTES Rue de la Michaudière","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
"4099","Avenue des Hélianthes","NANTES","Hélianthes","PRIVEE","NANTES Boulevard Jean Moulin","","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Bellevue - Chantenay - Sainte Anne",""
"4103","Allée des Hélices","NANTES","Hélices","PUBLIQUE","NANTES Rue de Recife","","TRI'SAC","unique","","mardi et vendredi","","","Ile de Nantes",""
"4098","Avenue des Héliotropes","NANTES","Héliotropes","Inconnu","NANTES Avenue du Clos du Cens","NANTES Allée des Romarins","TRI'SAC","unique","","lundi et jeudi","","","Nantes Nord",""
"4097","Avenue Héloïse","NANTES","Héloïse","PUBLIQUE","NANTES Rue Pierre Abélard","NANTES Rue de l'Allouée","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Breil - Barberie",""
"4101","Rue d'Helvétie","NANTES","Helvétie","PUBLIQUE","NANTES Rue du Bois Briand","SAINTE-LUCE-SUR-LOIRE Rue du Mottay","bacs bleus et bacs jaunes","unique","","jeudi","mercredi","","Doulon - Bottière",""
"2882","Avenue Ernest Hemingway","NANTES","Hemingway","PUBLIQUE","NANTES Avenue Henry de Montherlant","NANTES Rue du Millau","bacs bleus et bacs jaunes","unique","","mardi","mercredi","","Nantes Erdre",""
"4102","Rue d'Hendaye","NANTES","Hendaye","PUBLIQUE","ST-SEBASTIEN Rue Bonne Garde","NANTES Place du Pays Basque","zone_transition","unique","","lundi et jeudi","merc_sem_paires","","Nantes Sud",""
"3309","Rue François Hennebique","NANTES","Hennebique","PRIVEE","NANTES Avenue de la Gare de Saint Joseph","NANTES Rue Gustave Eiffel","TRI'SAC","unique","","mardi et vendredi","","","Nantes Erdre",""
"3360","Rue Frère Henri","NANTES","Henri","PUBLIQUE","NANTES Rue Donatien Bahaud","NANTES Rue de la Michaudière","bacs bleus et bacs jaunes","unique","","vendredi","mercredi","","Doulon - Bottière",""
